,titulo,localizacion,latitude,longitude,price,energy_certification,basic_characteristics,room_number,bath_number,has_garden,has_terrace,has_parking,has_swimmingpool,has_lift,constructed_area,is_new_development,is_needs_renovating,is_goog_condition
80,"Casa o chalet independiente en venta en camino de la Sierra, 64","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.654312,-4.5117104,640000,unknown,"{'roomNumber': '4', 'bathNumber': '5', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '300'}",4,5,1,1,1,1,,300,0,0,1
81,Piso en venta en calle Heliomar,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6607864,-4.503071,157500,inProcess,"{'roomNumber': '3', 'bathNumber': '1', 'hasLift': '1', 'hasParking': '0', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '68'}",3,1,1,1,0,1,1,68,0,0,1
82,Casa o chalet independiente en venta en camino Agropecuario de Realenga,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6524475,-4.490088,725000,inProcess,"{'roomNumber': '5', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasTerrace': '1', 'constructedArea': '278'}",5,3,1,1,1,,,278,0,0,1
83,Chalet adosado en venta en Churriana-El Pizarrillo-La Noria-Guadalsol,"Churriana, Málaga",36.6626183,-4.5026068,299000,e,"{'roomNumber': '3', 'bathNumber': '2', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '0', 'hasTerrace': '1', 'constructedArea': '150'}",3,2,0,1,1,0,,150,0,0,1
84,Ático en venta en calle Acacias de Guadalmar,"Guadalmar, Málaga",36.6631287,-4.4561357,430000,a,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasTerrace': '1', 'constructedArea': '160'}",3,2,,1,1,,1,160,0,0,1
85,Piso en venta en La Luz,"Carretera de Cádiz, Málaga",36.6972921,-4.4511214,162000,unknown,"{'roomNumber': '3', 'bathNumber': '1', 'hasLift': '1', 'hasParking': '0', 'hasGarden': '0', 'hasSwimmingPool': '0', 'hasTerrace': '1', 'constructedArea': '74'}",3,1,0,1,0,0,1,74,0,0,1
86,"Chalet adosado en venta en pasaje Mari-Gaila, 8","Guadalmar, Málaga",36.6676778,-4.4653004,395000,unknown,"{'roomNumber': '4', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '194'}",4,3,1,1,1,1,,194,0,0,1
87,"Casa o chalet independiente en venta en carretera Coín, 29","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.659266,-4.4937989,860000,unknown,"{'roomNumber': '5', 'bathNumber': '2', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '0', 'hasTerrace': '1', 'constructedArea': '223'}",5,2,1,1,1,0,,223,0,0,1
88,Casa o chalet independiente en venta en calle del Escritor Béjar Zambrana,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6618741,-4.495526,360000,c,"{'roomNumber': '4', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '220'}",4,3,1,1,1,1,,220,0,0,1
89,Casa o chalet independiente en venta en Guadalmar,"Churriana, Málaga",36.6645775,-4.4600495,1500000,inProcess,"{'roomNumber': '4', 'bathNumber': '6', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '630'}",4,6,1,1,1,1,,630,0,0,1
90,Casa o chalet independiente en venta en Cortijo de Maza-Finca Monsalvez-El Olivar,"Churriana, Málaga",36.652233,-4.49582,639000,e,"{'roomNumber': '3', 'bathNumber': '2', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '0', 'hasTerrace': '1', 'constructedArea': '298'}",3,2,1,1,1,0,,298,0,0,1
91,"Casa o chalet independiente en venta en Urb. Guadalmar, Guadalmar","Churriana, Málaga",36.665476,-4.461655,1500000,c,"{'roomNumber': '4', 'bathNumber': '6', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '710'}",4,6,1,1,1,1,,710,0,0,1
92,"Casa o chalet independiente en venta en Urb. churriana centro, Churriana-El Pizarrillo-La Noria-Guadalsol","Churriana, Málaga",36.6653113,-4.5052488,173000,unknown,"{'roomNumber': '2', 'bathNumber': '1', 'hasParking': '0', 'hasGarden': '0', 'hasSwimmingPool': '0', 'hasTerrace': '1', 'constructedArea': '91'}",2,1,0,1,0,0,,91,0,0,1
93,Casa o chalet independiente en venta en Churriana-El Pizarrillo-La Noria-Guadalsol,"Churriana, Málaga",36.6604195,-4.5190936,640000,inProcess,"{'roomNumber': '4', 'bathNumber': '2', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '250'}",4,2,1,1,1,1,,250,0,0,1
94,"Dúplex en venta en calle Merlo, 27","Cruz del Humilladero - Los Tilos, Málaga",36.7143969,-4.4393075,340000,inProcess,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '0', 'hasTerrace': '1', 'constructedArea': '76'}",3,2,0,1,1,0,1,76,0,0,1
95,"Chalet adosado en venta en calle Malasia, 37","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.67104,-4.5181699,359000,c,"{'roomNumber': '4', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '0', 'hasTerrace': '1', 'constructedArea': '190'}",4,3,1,1,1,0,,190,0,0,1
96,Casa o chalet independiente en venta en Cañada de Ceuta s/n,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6470284,-4.5082433,700000,e,"{'roomNumber': '3', 'bathNumber': '2', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '455'}",3,2,1,1,1,1,,455,0,0,1
97,"Chalet adosado en venta en calle del Escritor Béjar Zambrana, 3","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6611221,-4.4958917,360000,a,"{'roomNumber': '4', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '220'}",4,3,1,1,1,1,,220,0,0,1
98,"Casa o chalet independiente en venta en avenida Asunción, 3","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6538028,-4.4930439,700000,unknown,"{'roomNumber': '5', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '270'}",5,3,1,1,1,1,,270,0,0,1
99,"Chalet adosado en venta en calle Árbol Blanco, 55","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.667023,-4.5010688,255000,e,"{'roomNumber': '3', 'bathNumber': '2', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '0', 'hasTerrace': '1', 'constructedArea': '178'}",3,2,0,1,1,0,,178,0,1,0
100,"Chalet pareado en venta en Urb. adelfamar , Churriana-El Pizarrillo-La Noria-Guadalsol","Churriana, Málaga",36.6713789,-4.5070138,310000,unknown,"{'roomNumber': '3', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '0', 'hasTerrace': '1', 'constructedArea': '251'}",3,3,0,1,1,0,,251,0,0,1
101,"Piso en venta en avenida de San Javier, 67","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6633929,-4.4986666,240000,g,"{'roomNumber': '2', 'bathNumber': '1', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '109'}",2,1,1,1,1,1,1,109,0,0,1
102,"Casa o chalet independiente en venta en calle Avempace, 10","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6485811,-4.5021544,270000,a,"{'roomNumber': '3', 'bathNumber': '2', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '100'}",3,2,1,1,1,1,,100,0,0,1
103,"Piso en venta en calle Heliomar, 1","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.661246,-4.5010769,190000,unknown,"{'roomNumber': '3', 'bathNumber': '1', 'hasLift': '1', 'hasParking': '0', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '77'}",3,1,1,1,0,1,1,77,0,0,1
104,"Casa o chalet independiente en venta en Urb. El Olivar, Cortijo de Maza-Finca Monsalvez-El Olivar","Churriana, Málaga",36.6509694,-4.4934611,1975000,d,"{'roomNumber': '5', 'bathNumber': '7', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '706'}",5,7,1,1,1,1,,706,0,0,1
105,"Piso en venta en Urb. PRIVADA, La Luz","Carretera de Cádiz, Málaga",36.6939299,-4.4588624,260000,d,"{'roomNumber': '3', 'bathNumber': '1', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'constructedArea': '114'}",3,1,1,,1,,1,114,0,0,1
106,"Piso en venta en calle Decano Joaquín Wuester, 3","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6658835,-4.4731468,215000,f,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '0', 'hasTerrace': '1', 'constructedArea': '85'}",3,2,0,1,1,0,1,85,0,0,1
107,Casa o chalet independiente en venta en calle Diputado Ignacio Huelin,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6520052,-4.4983126,449900,inProcess,"{'roomNumber': '4', 'bathNumber': '3', 'hasParking': '0', 'hasGarden': '0', 'hasSwimmingPool': '0', 'hasTerrace': '0', 'constructedArea': '250'}",4,3,0,0,0,0,,250,0,0,1
108,"Chalet pareado en venta en CL ESTACIÓN, 20","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6678521,-4.5026877,85000,inProcess,"{'roomNumber': '2', 'bathNumber': '1', 'constructedArea': '55'}",2,1,,,,,,55,0,1,0
109,Chalet adosado en venta en calle ALBERTO PELÁEZ DOMÍNGUEZ,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6674941,-4.4980792,298000,inProcess,"{'roomNumber': '4', 'bathNumber': '2', 'hasParking': '1', 'hasSwimmingPool': '1', 'constructedArea': '231'}",4,2,,,1,1,,231,0,0,1
110,"Piso en venta en calle Mercedes Formica, 12","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6598242,-4.5041845,291800,g,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '159'}",3,2,1,1,1,1,1,159,0,0,1
111,Piso en venta en calle Hespérides s/n,"Guadalmar, Málaga",36.6634751,-4.4611374,262181,e,"{'roomNumber': '2', 'bathNumber': '1', 'hasLift': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '102'}",2,1,1,1,,1,1,102,0,0,1
112,"Ático en venta en calle Bangladesh, 25","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.67119,-4.5169,255900,unknown,"{'roomNumber': '2', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '149'}",2,2,0,1,1,1,1,149,1,0,0
113,"Piso en venta en calle Bangladesh, 25","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.67119,-4.5169,265900,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '119'}",3,2,0,1,1,1,1,119,1,0,0
114,"Piso en venta en calle Bangladesh, 25","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.67119,-4.5169,255900,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '165'}",3,2,0,1,1,1,1,165,1,0,0
115,"Piso en venta en calle Bangladesh, 25","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.67119,-4.5169,265900,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '113'}",3,2,0,1,1,1,1,113,1,0,0
116,"Chalet adosado en venta en calle Avempace, 10","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6487253,-4.5018207,182100,g,"{'roomNumber': '2', 'bathNumber': '1', 'hasTerrace': '1', 'constructedArea': '83'}",2,1,,1,,,,83,0,0,1
117,"Piso en venta en calle Mercedes Formica, 12","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6598242,-4.5041845,291800,g,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '159'}",3,2,1,1,1,1,1,159,0,0,1
118,Chalet adosado en venta en calle Avempace,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6499253,-4.5013207,182100,g,"{'roomNumber': '2', 'bathNumber': '1', 'hasGarden': '1', 'hasTerrace': '1', 'constructedArea': '83'}",2,1,1,1,,,,83,0,0,1
119,Chalet adosado en venta en calle Josefa Morales,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6692556,-4.5108488,256500,g,"{'roomNumber': '4', 'bathNumber': '2', 'hasTerrace': '1', 'constructedArea': '153'}",4,2,,1,,,,153,0,0,1
120,Casa o chalet independiente en venta en calle Isabel Barreto,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6591767,-4.502023,1148000,g,"{'roomNumber': '6', 'bathNumber': '6', 'hasParking': '1', 'hasGarden': '1', 'hasTerrace': '1', 'constructedArea': '650'}",6,6,1,1,1,,,650,0,0,1
121,"Casa o chalet independiente en venta en avenida Ricardo Gross, 12","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6530063,-4.4933191,750000,d,"{'roomNumber': '4', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '551'}",4,3,1,1,1,1,,551,0,0,1
122,"Chalet adosado en venta en calle Avempace, 10","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6487253,-4.5018207,182100,e,"{'roomNumber': '3', 'bathNumber': '1', 'hasParking': '1', 'hasTerrace': '1', 'constructedArea': '83'}",3,1,,1,1,,,83,0,0,1
123,"Casa o chalet independiente en venta en camino Carmen Cortijo De Maza, 15","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6489861,-4.502343,1089800,e,"{'roomNumber': '14', 'bathNumber': '7', 'hasParking': '1', 'hasGarden': '1', 'hasTerrace': '1', 'constructedArea': '1071'}",14,7,1,1,1,,,1071,0,1,0
124,"Piso en venta en calle Mercedes Formica, 12","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6598242,-4.5041845,297100,e,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '116'}",3,2,1,1,1,1,1,116,0,0,1
125,"Piso en venta en calle Mercedes Formica, 12","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6598242,-4.5041845,291800,e,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '118'}",3,2,1,1,1,1,1,118,0,0,1
126,"Piso en venta en calle Mercedes Formica, 12","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6598242,-4.5041845,297100,e,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '156'}",3,2,1,1,1,1,1,156,0,0,1
127,"Piso en venta en calle Hespérides, 17","Guadalmar, Málaga",36.6637115,-4.4612152,262181,e,"{'roomNumber': '1', 'bathNumber': '1', 'hasLift': '1', 'hasParking': '0', 'hasGarden': '1', 'hasSwimmingPool': '1', 'constructedArea': '108'}",1,1,1,,0,1,1,108,0,0,1
128,Casa o chalet independiente en venta en calle Isabel Barreto,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6612712,-4.505055,1148000,f,"{'roomNumber': '5', 'bathNumber': '4', 'hasGarden': '1', 'constructedArea': '650'}",5,4,1,,,,,650,0,0,1
129,Chalet adosado en venta en calle Josefa Morales,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6731556,-4.5081488,256500,g,"{'roomNumber': '4', 'bathNumber': '2', 'hasTerrace': '1', 'constructedArea': '153'}",4,2,,1,,,,153,0,0,1
130,"Piso en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,252000,unknown,"{'roomNumber': '2', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '104'}",2,2,0,1,1,1,1,104,1,0,0
131,"Piso en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,215000,unknown,"{'roomNumber': '2', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '84'}",2,2,0,1,1,1,1,84,1,0,0
132,"Piso en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,225000,unknown,"{'roomNumber': '2', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '82'}",2,2,0,1,1,1,1,82,1,0,0
133,"Piso en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,275000,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '107'}",3,2,0,1,1,1,1,107,1,0,0
134,"Ático en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,358000,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '111'}",3,2,0,1,1,1,1,111,1,0,0
135,Casa o chalet en venta en Churriana-El Pizarrillo-La Noria-Guadalsol,"Churriana, Málaga",36.66474,-4.50572,1300000,inProcess,"{'roomNumber': '5', 'bathNumber': '6', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '659'}",5,6,1,1,1,1,,659,0,0,1
136,Chalet adosado en venta en avenida de China s/n,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6719544,-4.5160087,355000,unknown,"{'roomNumber': '4', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '250'}",4,3,1,1,1,1,,250,1,0,0
137,Chalet adosado en venta en avenida de China s/n,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6719544,-4.5160087,335000,unknown,"{'roomNumber': '4', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '235'}",4,3,1,1,1,1,,235,1,0,0
138,Chalet adosado en venta en avenida de China s/n,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6719544,-4.5160087,345000,unknown,"{'roomNumber': '4', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '235'}",4,3,1,1,1,1,,235,1,0,0
139,Chalet adosado en venta en avenida de China s/n,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6719544,-4.5160087,362000,unknown,"{'roomNumber': '4', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '250'}",4,3,1,1,1,1,,250,1,0,0
140,"Ático en venta en calle Bangladesh, 25","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.67119,-4.5169,375900,unknown,"{'roomNumber': '4', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '248'}",4,2,0,1,1,1,1,248,1,0,0
141,Piso en venta en Hesperides,"Guadalmar, Málaga",36.6639614,-4.4614042,299000,inProcess,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '95'}",3,2,1,1,1,1,1,95,0,0,1
142,"Ático en venta en calle Decano López Arjona, 33","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6732957,-4.5112724,189500,unknown,"{'roomNumber': '2', 'bathNumber': '1', 'hasLift': '0', 'hasParking': '0', 'hasGarden': '0', 'hasSwimmingPool': '0', 'hasTerrace': '1', 'constructedArea': '150'}",2,1,0,1,0,0,0,150,1,0,0
143,Casa o chalet en venta en Churriana-El Pizarrillo-La Noria-Guadalsol,"Churriana, Málaga",36.6632593,-4.5028602,264500,inProcess,"{'roomNumber': '3', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '0', 'constructedArea': '200'}",3,3,0,,1,0,,200,0,0,1
144,"Piso en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,257000,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '103'}",3,2,0,1,1,1,1,103,1,0,0
145,"Piso en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,258000,unknown,"{'roomNumber': '2', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '83'}",2,2,0,1,1,1,1,83,1,0,0
146,"Piso en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,293000,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '101'}",3,2,0,1,1,1,1,101,1,0,0
147,"Ático en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,389000,unknown,"{'roomNumber': '4', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '118'}",4,2,0,1,1,1,1,118,1,0,0
148,"Ático en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,344000,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '0', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '105'}",3,2,0,1,1,1,1,105,1,0,0
149,"Piso en venta en calle La Gioconda, 32","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6657797,-4.5058803,318000,unknown,"{'roomNumber': '3', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '0', 'constructedArea': '104'}",3,2,1,0,1,1,1,104,1,0,0
150,"Casa o chalet independiente en venta en avenida Marquesa Casa Loring, 7","Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6508438,-4.4906787,790000,e,"{'roomNumber': '5', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '552'}",5,3,1,1,1,1,,552,0,1,0
151,"Piso en venta en calle Miami, 7","La Carihuela - Los Nidos, Torremolinos",36.6107298,-4.5038413,175000,a,"{'roomNumber': '1', 'bathNumber': '1', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '50'}",1,1,1,1,1,1,1,50,0,0,1
152,"Casa o chalet independiente en venta en Urb. EL OLIVAR, Cortijo de Maza-Finca Monsalvez-El Olivar","Churriana, Málaga",36.6549146,-4.4916536,1990000,c,"{'roomNumber': '11', 'bathNumber': '7', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '1028'}",11,7,1,1,1,1,,1028,0,0,1
153,"Casa o chalet independiente en venta en Urb. El Olivar, Cortijo de Maza-Finca Monsalvez-El Olivar","Churriana, Málaga",36.6563299,-4.4900142,1210000,d,"{'roomNumber': '5', 'bathNumber': '5', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '659'}",5,5,1,1,1,1,,659,0,0,1
154,Piso en venta en calle Nepal,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.6689494,-4.5176987,334000,c,"{'roomNumber': '2', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '143'}",2,2,1,1,1,1,1,143,0,0,1
155,Chalet pareado en venta en calle Diputado Ignacio Huelin,"Cortijo de Maza-Finca Monsalvez-El Olivar, Málaga",36.6546359,-4.4973702,445000,d,"{'roomNumber': '4', 'bathNumber': '3', 'hasParking': '1', 'hasGarden': '1', 'hasTerrace': '1', 'constructedArea': '300'}",4,3,1,1,1,,,300,0,0,1
156,Casa o chalet independiente en venta en calle Decano Juan Antonio Rando,"Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.668864,-4.4762231,215000,e,"{'roomNumber': '3', 'bathNumber': '1', 'hasParking': '1', 'constructedArea': '171'}",3,1,,,1,,,171,0,0,1
157,"Ático en venta en calle Bangladesh, 25","Churriana-El Pizarrillo-La Noria-Guadalsol, Málaga",36.67119,-4.5169,375900,unknown,"{'roomNumber': '4', 'bathNumber': '2', 'hasLift': '1', 'hasParking': '1', 'hasGarden': '1', 'hasSwimmingPool': '1', 'hasTerrace': '1', 'constructedArea': '236'}",4,2,1,1,1,1,1,236,1,0,0
